,issn,journal_name,pub_name,is_hybrid,category,url
263,1847-9545,Tedi,University of Zagreb & Croatian Ichthyological Society,0.0,Fine Arts,http://www.ttf.unizg.hr/tedi/en/index.html
264,1867-1756,Race and Social Problems,Springer,1.0,Other,No Url
265,1647-8991,Cinema: Journal of Philosophy and the Moving Image,Universidade Nova de Lisboa,0.0,Language and Literature,http://cjpmi.ifl.pt/
266,1664-5456,Cerebrovascular Diseases Extra,Karger Publishers,0.0,Medicine,http://www.karger.com/cee
267,2146-0205,Anadolu University Journal of Science and Technology. A : Applied Sciences and Engineering,Anadolu University,0.0,Technology,http://dergipark.gov.tr/aubtda
268,2423-4311,Environmental Health Engineering and Management,Kerman University of Medical Sciences,0.0,Geography. Anthropology. Recreation,http://ehemj.com/
269,1613-4796,Endangered Species Research,Inter-Research,0.0,Science,http://www.int-res.com/journals/esr/esr-home/
270,2082-7571,Ido Movement for Culture: Journal of Martial Arts Anthropology,Idokan Poland Association in RzeszÔŅĹw,0.0,Geography. Anthropology. Recreation,http://imcjournal.com
271,1743-0003,Journal of NeuroEngineering and Rehabilitation,Biomed Central,0.0,Sports Medicine,No Url
272,2317-3378,Revista Enfermagem ContemporÔŅĹnea,Escola Bahiana de Medicina e SaÔŅĹde PÔŅĹblica,0.0,Medicine,http://www5.bahiana.edu.br/index.php/enfermagem
273,2090-0392,International Journal of Hypertension,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/ijhy/
274,2238-8281,Revista De ItalianÔŅĹstica,Universidade de SÔŅĹo Paulo,0.0,Language and Literature,http://www.revistas.usp.br/italianistica
275,2158-6179,Journal of Feminist Scholarship,"University of Massachusetts, Dartmouth",0.0,Social Sciences,http://www.jfsonline.org/
276,2156-7581,Journal of Advanced  Microscopy Research,American Scientific Publishers,0.0,Other,No Url
277,1735-7020,Iranian Journal of Parasitology,Other,0.0,Other,No Url
278,2391-6850,Semina Scientiarum,"Pontifical University of John Paul II in Krakow, Faculty of Philosophy",0.0,Philosophy. Psychology. Religion,http://seminascientiarum.upjp2.edu.pl/
279,2414-3731,"ÔŅĹkonomika, Pedagogika I Pravo",Alexander Galushkin Publishing House,0.0,Law,http://ecoedulaw.ru
280,2239-0359,Lingue E Linguaggi,UniversitÔŅĹ del Salento,0.0,Language and Literature,http://siba-ese.unisalento.it/index.php/linguelinguaggi
281,0976-0466,International Journal of Computational Intelligence Techniques,BioInfo Publications,0.0,Other,No Url
282,1572-8749,Topoi,Springer,1.0,Other,No Url
283,2248-4078,OpiniÔŅĹn JurÔŅĹdica,Sello Editorial Universidad de MedellÔŅĹn,0.0,Law,http://revistas.udem.edu.co/index.php/opinion
284,1684-4300,Journal of Fundamentals of Mental Health,Mashhad University of Medical Sciences ,0.0,Medicine,http://www.mums.ac.ir/mental_health/en/index
285,2278-6023,International Journal of Pharmaceutical Applications,BioIT international Journals,0.0,Other,No Url
286,2281-7875,Sema Journal,Springer,1.0,Other,No Url
287,1947-2579,Online Journal of Public Health Informatics,University of Illinois at Chicago ,0.0,Medicine,http://journals.uic.edu/ojs/index.php/ojphi
288,2193-8091,GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,German Medical Science GMS Publishing House,0.0,Medicine,http://www.egms.de/dynamic/en/journals/iprs/index.htm
290,1868-4874,Journal of Current Chinese Affairs,German Institute of Global and Area Studies (GIGA),0.0,Political science,http://hup.sub.uni-hamburg.de/giga/jcca
291,2037-5298,Le Matematiche,University of Catania,0.0,Science,http://www.dmi.unict.it/lematematiche/
292,1752-1762,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
293,1682-3206,Education as Change,Other,0.0,Other,No Url
294,2205-6181,Asia Pacific Journal of Contemporary Education and Communication Technology (APJCECT),Asia Pacific Institute of Advanced Research,0.0,Other,No Url
295,1982-7199,Revista EletrÔŅĹnica De EducaÔŅĹÔŅĹo,Universidade Federal de SÔŅĹo Carlos,0.0,Education,http://www.reveduc.ufscar.br/index.php/reveduc
296,1473-4230,The Cerebellum,Springer,1.0,Other,No Url
297,1678-4766,Iheringia: SÔŅĹrie Zoologia,FundaÔŅĹÔŅĹo ZoobotÔŅĹnica do Rio Grande do Sul,0.0,Science,http://www.scielo.br/isz
298,1871-1510,Cultural Studies of Science Education,Springer,1.0,Other,No Url
299,2375-0782,Journal of Education & Social Policy,Center for Promoting Ideas,0.0,Other,No Url
300,1893-1774,Techne Series: Research in Sloyd Education and Craft Science A,Nordiskt Forum fÔŅĹr Forskning och Utvecklingsarbete inom Utbildning i SlÔŅĹjd (NordFo),0.0,Education,http://journals.hioa.no/index.php/techneA/
301,1916-257X,International Journal of Therapeutic Massage & Bodywork,Massage Therapy Foundation,0.0,Medicine,http://www.ijtmb.org
302,2314-8071,Chinese Journal of Mathematics,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/cjm/
303,2374-2682,Journal of Law and Criminal Justice,American Research Institute for Policy Development,0.0,Other,No Url
304,2477-3913,Andharupa,Universitas Dian Nuswantoro,0.0,Fine Arts,http://publikasi.dinus.ac.id/index.php/andharupa
305,2183-7201,E3,Eduardo Manuel de Almeida Leite,0.0,Social Sciences,http://www.revistae3.com/revista/index.php/revista/index
306,2251-7316,Journal of Global Entrepreneurship Research,Springer,0.0,Social Sciences,http://www.journal-jger.com
307,5631-5638,International Journal of Informative and Futuristic Research,Other,0.0,Other,No Url
308,2231-5691,AJPR - Asian Journal of Pharmaceutical Research,Asian Pharma Press,0.0,Other,No Url
309,2399-7435,Marvell Studies,Open Library of Humanities,0.0,Literary Studies,https://marvell.openlibhums.org/
310,2168-5150,Catalysis Express,American Scientific Publishers,0.0,Other,No Url
311,1849-3327,Journal of Economic and Social Development (VaraÔŅĹdin),Varazdin Development and Entrepreneurship Agency,0.0,Social Sciences,http://www.jesd-online.com
312,2308-460X,Delta Medical College Journal,"Delta Medical College, Dhaka",0.0,Medicine,http://banglajol.info/index.php/DMCJ/index. 
313,1573-1839,Journal of Science Education and Technology,Springer,1.0,Other,No Url
314,2057-2107,Neuroscience of Consciousness,Oxford University Press,0.0,Medicine,http://nc.oxfordjournals.org/ 
315,2460-5824,Journal of Natural Resources and Environmental Management,Bogor Agricultural University,0.0,Geography. Anthropology. Recreation,http://journal.ipb.ac.id/index.php/jpsl
316,2214-398X,Case Studies in Fire Safety,Elsevier,0.0,Technology,http://www.sciencedirect.com/science/journal/2214398X
317,1027-8117,Dermatologica Sinica,Other,0.0,Other,No Url
318,1749-8104,Neural Development,BioMed Central,0.0,Medicine,No Url
319,2334-2404,Journal of Agriculture and Environmental Sciences,American Research Institute for Policy Development,0.0,Other,No Url
320,1871-4099,Cognitive Neurodynamics,Springer,1.0,Other,No Url
321,2093-9280,The Plant Pathology Journal,Hanrimwon Publishing Company,0.0,Agriculture,http://www.ppjonline.org/main.html
322,1557-1920,Journal of Immigrant and Minority Health,Springer,1.0,Other,No Url
323,2505-1040,Journal of Political Affairs and Public Administration,Brainy Buzz,0.0,Other,No Url
324,1846-8438,Pomorstvo,"University of Rijeka, Faculty of maritime studies",0.0,Naval Science,http://www.pfri.uniri.hr/hr/znanost/casopis-pomorstvo
325,2407-7267,Jurnal Nasional Teknik Elektro,Universitas Andalas,0.0,Technology,http://jnte.ft.unand.ac.id/index.php/first/index
326,2320-5407,International Journal of Advanced Research,Other,0.0,Other,No Url
327,1179-1624,Virus Adaptation and Treatment,Dove Medical Press,0.0,Science,http://www.dovepress.com/virus-adaptation-and-treatment-journal
328,0719-4994,Rivar,Universidad de Santiago de Chile,0.0,Agriculture,http://revistarivar.cl/
329,2245-0157,Nordic Journal of Working Life Studies,Roskilde University,0.0,Social Sciences,http://www.nordicwl.com/
330,1470-1014,Politikon,Routledge Journals,0.0,Other,No Url
331,1854-2476,Slovenian Journal of Public Health,De Gruyter Open,0.0,Medicine,http://www.degruyter.com/view/j/sjph
333,1851-9636,AnÔŅĹlisis FilosÔŅĹfico,Sociedad Argentina de AnÔŅĹlisis FilosÔŅĹfico (SADAF),0.0,Philosophy. Psychology. Religion,http://www.sadaf.org.ar/es/analisis-filosofico/
334,1432-1963,Der Pathologe,Springer,1.0,Other,No Url
335,2362-2148,En Letra,Ciudad AutÔŅĹnoma de Buenos Aires,0.0,Law,http://enletra.com
336,2029-0551,Pedagogika,Vilnius Pedagogical University,0.0,Education,http://www.vpu.lt/pedagogika/
337,2214-7845,Neuroepigenetics,Elsevier,0.0,Other,No Url
338,1869-4195,Series-Journal of the Spanish Economic Association,Springer,0.0,Other,https://www.springer.com/us/open-access/springer-open-choice
339,2610-2614,International Journal of Medical Science and Public Health,Other,0.0,Other,No Url
340,2145-4558,Universidad Y Empresa,Universidad del Rosario,0.0,Social Sciences,http://revistas.urosario.edu.co/index.php/empresa/
341,2014-2714,URBS: Revista De Estudios Urbanos Y Ciencias Sociales,Universidad de AlmerÔŅĹa,0.0,Fine Arts,http://www2.ual.es/urbs/index.php/urbs/index
342,1668-8708,VisiÔŅĹn De Futuro,Universidad Nacional de Misiones,0.0,Social Sciences,http://revistacientifica.fce.unam.edu.ar/
343,1687-6903,Research Letters in Physics,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/rlp/
344,1851-3743,Acta ToxicolÔŅĹgica Argentina,AsociaciÔŅĹn ToxicolÔŅĹgica Argentina,0.0,Medicine,http://ppct.caicyt.gov.ar/index.php/ata/index
345,1329-1440,Learning Communities : International Journal of Learning in Social Contexts,"Charles Darwin University, Darwin NT",0.0,Education,http://www.cdu.edu.au/centres/spill/publications_ijlsc.html
346,1836-4845,Transnational Literature,Flinders Humanities Research Centre,0.0,Language and Literature,http://fhrc.flinders.edu.au/transnational/home.html
347,0975-2927,International Journal of Machine Intelligence,BioInfo Publications,0.0,Other,No Url
348,2092-9293,Genes & Genomics,Springer,1.0,Other,No Url
349,1058-1075,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
350,2207-2219,Experiment,Other,0.0,Other,No Url
351,2379-6480,American Journal of Academic Research,American Scholarly Research Association,0.0,Other,No Url
352,1874-9224,The Open Family Studies Journal,Bentham Open,0.0,Other,No Url
353,1573-7799,Journal of Quantitative Criminology,Springer,1.0,Other,No Url
354,2454-1850,International Journal of Environmental & Agriculture Research,Other,0.0,Other,No Url
355,1923-287X,Journal of Endocrinology and Metabolism,Elmer Press,0.0,Medicine,http://www.jofem.org/index.php/jofem
356,1746-6148,BMC Veterinary Research,Biomed Central,0.0,VETERINARY,No Url
357,2331-2165,Trends in Hearing,SAGE Publishing,0.0,Medicine,No Url
358,2256-5752,MaguarÔŅĹ,Universidad Nacional de Colombia,0.0,Geography. Anthropology. Recreation,http://www.revistas.unal.edu.co/index.php/maguare
359,2082-5102,Studia Anglica Posnaniensia,De Gruyter Open,0.0,Language and Literature,http://www.degruyter.com/view/j/stap
360,2300-1925,Chemical and Process Engineering,De Gruyter Open,0.0,Technology,http://www.degruyter.com/view/j/cpe
361,1179-5468,Clinical Medicine Insights: Cardiology,Libertas Academica,0.0,Medicine,http://www.la-press.com/journal.php?journal_id=48
362,1861-6429,International Journal of Computer Assisted Radiology and Surgery,Springer,1.0,Other,No Url
363,1577-0354,Revista Internacional De Medicina Y Ciencias De La Actividad Fisica Y Del Deporte,CV Ciencias del Deporte RedIRIS,0.0,Geography. Anthropology. Recreation,No Url
364,1679-1827,GESTÔŅĹO.Org : Revista EletrÔŅĹnica De GestÔŅĹo Organizacional,Universidade Federal de Pernambuco,0.0,Social Sciences,http://www.revista.ufpe.br/gestaoorg/index.php/gestao/index
365,1362-4962,Nucleic Acids Research,Oxford University Press,0.0,Science,http://nar.oxfordjournals.org/
366,2318-8499,Agenda PolÔŅĹtica,Universidade Federal de SÔŅĹo Carlos,0.0,Political science,http://www.agendapolitica.ufscar.br/index.php/agendapolitica/index
367,2231-6833,Journal of Soil Science,BioInfo Publications,0.0,Other,No Url
368,1334-2576,Metalurgija,Croatian Metallurgical Society,0.0,Technology,http://pubweb.carnet.hr/metalurg/home
369,2162-2531,Molecular Therapy-Nucleic Acids,Other,0.0,Other,No Url
370,1098-2353,Clinical and Experimental Dental Research,Wiley,0.0,Other,No Url
371,2984-8717,Donnish Journal of Genetics and Molecular Biology (DJGMB),Donnish Journals,0.0,Other,No Url
372,2499-4324,TD Tecnologie Didattiche,Consiglio Nazionale delle Ricerche (CNR),0.0,Education,http://tdjournal.itd.cnr.it
373,1748-2631,International Journal of Qualitative Studies on Health & Well-Being,Co-Action Publishing,0.0,Medicine,http://www.ijqhw.net/index.php/qhw
374,1683-9803,PediatrÔŅĹA,Sociedad Paraguaya de PediatrÔŅĹa,0.0,Medicine,http://www.revista.spp.org.py/index.php/ped/index
375,1178-220X,Clinical Medicine: Pediatrics,Libertas Academica,0.0,Medicine,http://la-press.com/journal.php?journal_id=78&issue_id=79
376,2355-3596,KEMAS: Jurnal Kesehatan Masyarakat,Universitas Negeri Semarang,0.0,Medicine,http://journal.unnes.ac.id/nju/index.php/kemas
377,2141-6567,Journal of Stored Products and Postharvest Research,Academic Journals,0.0,Other,No Url
378,2340-0242,Conductual: Revista Internacional De Interconductismo Y AnÔŅĹlisis De Conducta,Conductual: Revista Internacional de Interconductismo y AnÔŅĹlisis de Conducta,0.0,Philosophy. Psychology. Religion,http://www.conductual.com
379,2313-7177,Journal of Biochemistry and Molecular Biology Research,ACT Publishing,0.0,Other,No Url
380,1572-9699,Antonie Van Leeuwenhoek,Springer,1.0,Other,No Url
381,2413-7227,Nanotechnology Research and Practice,Academic Publishing House Researcher,0.0,Technology,http://ejournal13.com/en/index.html
382,1880-344X,Journal of Echocardiography,Springer,1.0,Other,No Url
383,2269-8450,ÔŅĹconomia,Association ÔŅĹconomia,0.0,Social Sciences,http://oeconomia.revues.org
384,1177-8881,Drug Design Development and Therapy,DOVE MEDICAL PRESS LTD,0.0,MEDICINE,No Url
385,1851-3018,Revista Industrial Y AgrÔŅĹcola De TucumÔŅĹn,EstaciÔŅĹn Experimental Agroindustrial Obispo Colombres,0.0,Agriculture,http://www.scielo.org.ar/scielo.php/script_sci_serial/pid_1851-3018/lng_es/nrm_iso
386,2333-6374,Journal of Small Business and Entrepreneurship Development,American Research Institute for Policy Development,0.0,Other,No Url
387,2090-1976,Journal of Combustion ,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/jc/
388,2411-1406,ÔŅĹkonomika Regiona,Institute of economics of the Ural Branch of the Russian Academy of Sciences,0.0,Social Sciences,http://www.economyofregion.com/
389,1747-5333,Journal of Biomedical Discovery and Collaboration,Biomed Central Ltd,0.0,Other,No Url
390,1804-3119,Advances in Electrical and Electronic Engineering,VSB-Technical University of Ostrava,0.0,Technology,http://advances.utc.sk/
391,1229-1239,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
392,0974-6242,Biomedical & Pharmacology Journa,Other,0.0,Other,No Url
393,2229-3930,International Journal of Peer to Peer Networks (IJP2P),AIRCC Publishing Corporation,0.0,Other,No Url
394,2160-6773,Southwest Journal of Pulmonary and Critical Care,Arizona Thoracic Society,0.0,Medicine,http://www.swjpcc.com/
395,1688-499X,Revista Uruguaya De Ciencia PolÔŅĹtica,Universidad de la RepÔŅĹblica,0.0,Political science,http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-499X&lng=es&nrm=iso
396,2393-0373,International Journal of Social and Educational Innovation,Association of Social and Educational Innovation,0.0,Education,http://www.ijsei.wgz.ro/meniu/indexing
397,2067-6352,Advances in Agriculture & Botanics,Bioflux Society,0.0,Other,No Url
398,2179-975X,Acta Limnologica Brasiliensia,AssociaÔŅĹÔŅĹo Brasileira de Limnologia,0.0,Science,http://www.scielo.br/scielo.php?script=sci_serial&pid=2179-975X&lng=en&nrm=iso
400,2277-6745,Advancement and Development in Mathematical Sciences,Advancement and Development in Technology InternationalÔŅĹ(Aditi),0.0,Other,No Url
401,2175-7917,AnuÔŅĹrio De Literatura,Universidade Federal de Santa Catarina,0.0,Language and Literature,https://periodicos.ufsc.br/index.php/literatura
402,2241-794X,Athens Journal of Business & Economics,Athens Institute for Education and Research (ATINER),0.0,Other,No Url
403,2364-9534,Aaps Open,Springer,0.0,Other,No Url
404,1340-3478,Journal of Atherosclerosis and Thrombosis,Other,0.0,Other,No Url
405,2299-9884,Polish Journal of Entomology ,De Gruyter Open,0.0,Science,http://www.degruyter.com/view/j/pjen
406,1613-7159,Public Transport,Springer,1.0,Other,No Url
